src,split,category,level
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\4WmFKoJghYM.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\fPhwWijgOtI.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\2EuRhc8zCwg.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\GUf3saB0aGg.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\GuFI_K7gqwY.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\FQrCs4eCKiA.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\_nfO1B5aDLI.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\lu_DjMC4dcQ.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\1-o0dctUmb4.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\lrhYA1QZVrs.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\gi-RZ_7fdw4.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\2gD3nshZPBw.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\AiU2O75kCkU.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\0YqLJjXmU0I.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\-1Hub6Ps_cc.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\1W694xfzp6o.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\0f4-7AL8Fdk.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\GfMigQqZADw.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\2erZ49aaBCU.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\g3gGuCPANWQ.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\1HAFyrfYUVQ.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\1K1b8Zphi3U.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\aiTW2v3korM.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\4sY5U4LqmnY.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\0KU0nzwWa0g.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\_wMe9P5gsHE.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\lOpJLO8weZw.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\1a4CY64vDCk.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\0ZmrdX0DFMA.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\1z2BaaWe-Hc.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\2ak2W4T46fs.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\fMeaggq0_rA.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\1QgjYkOXvOI.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\1P1UydTdo9A.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\Gt5nDj3nu80.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\2bA0vJGml6Q.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\1TWdrO8cCxA.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\4y7F2p-Qpsg.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\gGGlthnIB-4.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\1QUjZLRpYX8.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\4zh1vexljU0.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\0S8erRQSUZs.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\lOqQX7YCYjs.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\-7tDxxH2g6I.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\_h6hzkHong8.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\05PM1aBrb2g.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\5-3GN1nFB60.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\1vfy8JAKG4w.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\1lFFViqdVJU.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\4VV5L7lhOjE.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\8nYBG4EfeT8.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\51BxyRNgLZM.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\8jbrFO5dAgE.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\Lslqltu8vyQ.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\-0N5cgaMCfY.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\GoF6OhuO9K0.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\_ksx4WWPTps.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\Fl7XJN4ZgqE.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\LqpBgwTe7fQ.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\_0xo7EkS0tE.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\4ubJdLl08PY.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\1w-VuqtvMJs.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level3\GgEt7nbShNc.mp4,test,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level3\0NmDAeOWzZQ.mp4,test,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level3\lwCnqd0E4HI.mp4,test,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level3\4wXnaqEDh3c.mp4,test,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level3\11oYcNY_5Po.mp4,test,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level3\LMCWOKUv2mY.mp4,test,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level3\GuClMEvE3gM.mp4,test,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level3\FpC1qkjuusA.mp4,test,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level3\0sLopr9zuMc.mp4,test,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level3\4vURKSUYHLA.mp4,test,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level3\fKj_j00MAfc.mp4,test,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level3\0tHJCi6G4S4.mp4,test,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level3\0MG3pzym-G8.mp4,test,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level3\1tuNr4Th22I.mp4,test,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level3\0iDnfVQKuAY.mp4,test,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level3\GlTXkJ_rX0I.mp4,test,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level3\1W774VrdH6w.mp4,test,corrupted,level3
